timestamp,bucket,notional,side
2026-04-16T01:04:51.566968,75200,150.29,BUY
2026-04-16T01:04:52.636455,75200,21798.34,BUY
2026-04-16T01:04:58.080719,75200,27217.44,BUY
2026-04-16T01:05:00.071105,75200,23083.88,BUY
2026-04-16T01:05:02.025547,75200,15340.19,BUY
2026-04-16T01:05:13.964552,75200,75203.8,BUY
2026-04-16T01:05:19.089391,75200,77770.14,BUY
2026-04-16T01:05:21.437986,75200,75.21,BUY
2026-04-16T01:05:26.973437,75200,149016.76,BUY
2026-04-16T01:05:29.106827,75200,9855.14,BUY
2026-04-16T01:05:30.129585,75200,15046.1,BUY
2026-04-16T01:05:32.032867,75200,57407.51,BUY
2026-04-16T01:05:34.226996,75200,37696.44,BUY
2026-04-16T01:05:35.434600,75200,2407.89,BUY
2026-04-16T01:05:37.028591,75200,8051.96,BUY
2026-04-16T01:05:41.452584,75200,150.49,BUY
2026-04-16T01:05:50.995558,75200,10536.47,BUY
2026-04-16T01:05:55.370497,75200,10386.34,BUY
2026-04-16T01:05:56.707150,75200,75271.1,BUY
